rated,turns,victory_status,Time,Increment,white_rating,black_rating,opening_name,opening_ply,winner
1,103,1,10,0,1705,1564,5,6,0
1,65,1,10,0,1997,1956,5,11,0
1,47,1,10,0,1599,1647,5,4,0
1,53,0,10,0,1592,1671,5,5,0
1,63,1,10,0,1681,1488,5,3,0
1,93,0,10,0,1591,1607,5,4,0
0,45,0,10,0,1500,1500,5,3,0
0,59,0,10,0,1500,1178,5,3,0
0,43,1,10,0,1500,1095,5,3,0
0,29,0,10,0,1500,1449,5,3,0
1,57,1,10,0,1554,1517,5,6,0
1,35,0,10,0,1787,1862,5,14,0
1,45,0,10,0,1871,1866,5,11,0
1,47,0,10,0,1842,1885,5,5,0
1,72,0,10,1,1648,1719,5,4,1
1,72,0,10,1,1648,1719,5,4,1
1,82,0,10,1,1451,1950,5,11,1
0,53,1,10,1,1426,1456,5,3,0
1,23,1,10,1,1461,1553,5,3,0
1,105,0,10,1,1366,970,5,3,0
1,49,1,10,2,1525,1633,5,6,1
1,41,1,10,2,998,1299,5,4,1
0,32,0,10,2,1174,1712,5,3,1
1,14,1,10,2,1396,1507,5,3,1
1,130,0,10,2,1401,1430,5,3,1
1,32,0,10,2,1528,1192,5,3,1
1,74,1,10,2,1826,1970,5,3,1
0,76,1,10,2,2030,1841,5,8,1
1,56,0,10,2,1707,1756,5,11,1
1,50,1,10,2,1379,1378,5,5,1
0,104,1,10,2,1576,1600,5,8,1
1,27,1,10,2,1867,1932,5,9,1
0,54,1,10,2,1767,1260,5,5,0
1,71,3,10,2,1500,1238,5,3,0
1,91,3,10,2,1497,1462,5,5,0
0,31,1,10,2,1605,1342,5,5,0
1,57,0,10,2,1811,1774,5,10,0
0,43,1,10,2,1673,1839,5,11,0
0,35,1,10,2,1673,1839,5,11,0
0,23,1,10,2,1673,1839,5,11,0
1,76,1,10,2,1088,1217,5,6,0
1,45,1,10,2,1209,1237,5,2,0
1,63,1,10,2,1813,1792,5,5,0
0,41,0,10,2,2004,1744,5,7,0
0,37,0,10,2,1715,1500,5,4,0
1,73,0,10,2,1780,1589,5,11,0
1,27,1,10,2,1366,1391,5,4,0
1,49,0,10,2,1994,2057,5,5,0
1,61,1,10,2,1863,1818,5,5,0
0,48,1,10,3,2035,1352,5,4,1
1,46,1,10,3,1657,1638,5,4,1
1,22,1,10,3,2010,2327,5,13,1
1,55,1,10,3,1207,1422,5,3,1
1,80,0,10,3,1390,1346,5,11,1
1,40,1,10,3,1710,1705,5,5,1
1,106,0,10,3,1730,1694,5,4,1
1,54,0,10,3,1431,1637,5,2,1
1,54,0,10,3,1466,1686,5,3,1
1,90,3,10,3,1535,1673,5,3,1
1,152,1,10,3,1837,1948,5,4,1
0,52,0,10,3,1142,1900,5,2,1
1,51,1,10,3,1859,1541,5,4,0
1,43,1,10,3,1660,1536,5,10,0
1,42,1,10,3,2320,2013,5,11,0
1,67,1,10,3,1979,1912,5,10,0
0,37,1,10,3,1969,1365,5,5,0
1,135,1,10,3,2029,2103,5,15,0
0,30,1,10,4,2186,2243,5,10,1
1,88,1,10,4,1328,1607,5,3,1
1,30,1,10,4,1414,1534,5,3,0
1,39,1,10,5,1976,2135,5,6,1
1,66,1,10,5,1918,2086,5,4,1
1,100,1,10,5,1774,2071,5,8,1
1,10,1,10,5,1778,2059,5,8,1
1,49,1,10,5,1783,2045,5,10,1
1,100,0,10,5,1788,2029,5,11,1
1,44,0,10,5,1701,2100,5,3,1
0,58,0,10,5,1702,1474,5,4,1
1,61,1,10,5,1559,1514,5,6,1
1,190,0,10,5,2151,2209,5,5,1
1,114,0,10,5,2225,2207,5,5,1
1,62,3,10,5,1737,1775,5,6,1
1,78,1,10,5,1772,1770,5,5,1
1,51,1,10,5,1137,1533,5,3,1
1,50,1,10,5,2014,2171,5,9,1
1,62,0,10,5,1497,1514,5,11,1
1,74,3,10,5,1484,1558,5,11,1
1,80,1,10,5,1316,1572,5,2,1
1,29,1,10,5,1854,1799,5,3,1
1,75,1,10,5,2007,2184,5,5,1
1,50,0,10,5,1902,2176,5,3,1
1,66,1,10,5,1292,1330,5,5,1
1,50,1,10,5,2055,2179,5,11,1
1,47,1,10,5,1690,2172,5,10,1
0,48,3,10,5,1756,1466,5,3,1
0,40,1,10,5,1181,1466,5,5,1
0,57,1,10,5,1662,1466,5,6,1
1,22,3,10,5,1242,1402,5,3,1
1,56,0,10,5,1594,1225,5,3,1
1,54,1,10,5,1373,1464,5,3,1
1,42,3,10,5,1502,1736,5,5,1
1,108,3,10,5,1504,1606,5,5,1
1,84,0,10,5,1452,1463,5,12,1
1,60,0,10,5,1398,1293,5,6,1
0,46,3,10,5,1613,1927,5,3,1
1,52,0,10,5,1389,1788,5,2,1
1,82,0,10,5,1401,1478,5,4,1
1,18,1,10,5,1477,1504,5,4,1
0,48,1,10,5,1357,1676,5,4,1
0,64,1,10,5,2401,2150,5,17,1
1,54,1,10,5,1296,1886,5,4,1
1,32,0,10,5,1085,1347,5,4,1
1,12,1,10,5,1014,1728,5,8,1
1,45,1,10,5,1546,1691,5,4,1
1,18,1,10,5,1508,1951,5,3,1
1,54,1,10,5,1632,1513,5,7,1
1,32,1,10,5,1517,1762,5,3,1
1,16,1,10,5,1696,1668,5,3,1
1,72,1,10,5,1765,1774,5,17,1
1,70,1,10,5,1572,1828,5,3,1
1,90,1,10,5,1616,1776,5,7,1
1,110,1,10,5,1652,1735,5,8,1
0,48,1,10,5,1464,1441,5,4,1
1,16,1,10,5,1857,1734,5,5,1
0,30,1,10,5,1600,1720,5,7,1
0,46,1,10,5,1500,1589,5,8,1
1,28,1,10,5,1581,1514,5,11,1
0,85,1,10,5,1878,1906,5,14,0
0,61,0,10,5,1500,898,5,4,0
1,155,1,10,5,2196,2030,5,8,0
1,41,0,10,5,1477,1364,5,3,0
1,99,1,10,5,1344,1478,5,8,0
1,67,0,10,5,2121,2234,5,17,0
1,79,0,10,5,2194,2232,5,11,0
1,15,1,10,5,1343,1061,5,3,0
1,27,0,10,5,1309,1101,5,11,0
1,37,1,10,5,1719,1341,5,5,0
1,13,3,10,5,1651,1641,5,5,0
1,13,3,10,5,1651,1641,5,5,0
0,51,1,10,5,1579,1562,5,8,0
0,22,1,10,5,1902,1233,5,3,0
0,85,1,10,5,1878,1906,5,14,0
1,27,1,10,5,2118,2151,5,12,0
0,83,0,10,5,2401,1416,5,9,0
0,115,1,10,5,2188,1933,5,4,0
0,37,1,10,5,1500,1479,5,10,0
1,69,3,10,5,1495,1577,5,3,0
1,40,1,10,5,1952,1506,5,4,0
1,25,1,10,5,1572,1517,5,5,0
1,65,1,10,5,1382,1522,5,3,0
1,27,1,10,5,1695,1669,5,3,0
1,53,1,10,5,2029,2099,5,18,0
1,55,0,10,5,1462,1504,5,3,0
1,55,1,10,5,1595,1696,5,3,0
0,27,1,10,5,1720,1600,5,3,0
1,81,1,10,5,1944,1938,5,11,0
0,19,0,10,5,1365,1551,5,5,0
0,22,1,10,5,1902,1233,5,3,0
1,25,1,10,6,2347,1906,5,8,0
1,45,1,10,6,2270,1908,5,9,0
0,56,0,10,7,1363,1474,5,3,1
1,39,1,10,7,1571,1725,5,6,1
1,51,1,10,8,1703,2021,5,8,1
1,14,1,10,8,1509,1478,5,4,1
0,60,1,10,8,1868,1662,5,4,1
1,57,1,10,8,1400,1529,5,3,0
0,79,1,10,8,1500,1500,5,3,0
0,41,3,10,8,1868,1662,5,8,0
1,51,1,10,8,1708,1649,5,4,0
1,49,1,10,8,1164,984,5,2,0
1,20,1,10,9,1380,1429,5,4,1
1,20,1,10,9,1380,1429,5,4,1
1,64,1,10,10,1358,1036,5,3,1
1,64,0,10,10,1200,1002,5,6,1
0,60,1,10,10,1382,1337,5,4,1
0,36,0,10,10,1337,1382,5,3,1
1,57,1,10,10,1440,1451,5,3,1
1,32,1,10,10,1508,1440,5,3,1
1,68,1,10,10,2290,2317,5,6,1
1,24,1,10,10,1276,1675,5,10,1
1,116,1,10,10,1799,1760,5,11,1
1,70,1,10,10,1555,1570,5,5,1
1,130,1,10,10,1364,1373,5,3,1
1,27,1,10,10,1757,1866,5,3,1
0,3,1,10,10,1412,1485,5,3,1
1,24,1,10,10,1439,1821,5,3,1
1,110,0,10,10,1475,1470,5,3,1
1,54,1,10,10,1487,1427,5,5,1
1,76,1,10,10,2116,2124,5,8,1
1,95,1,10,10,1950,1935,5,3,1
1,76,1,10,10,1195,1516,5,3,1
1,80,1,10,10,1717,1745,5,10,1
0,43,1,10,10,2016,2069,5,3,1
1,66,1,10,10,2136,2215,5,11,1
1,76,1,10,10,1521,1580,5,3,1
1,54,1,10,10,1203,1019,5,3,0
1,107,1,10,10,1885,1856,5,4,0
0,43,1,10,10,1337,1382,5,4,0
1,72,1,10,10,1605,1367,5,3,0
1,21,1,10,10,1514,1547,5,9,0
0,41,1,10,10,1370,1176,5,3,0
1,67,1,10,10,1392,1332,5,11,0
1,57,0,10,10,1347,1395,5,3,0
1,22,1,10,10,1858,1837,5,5,0
1,107,0,10,10,1776,1401,5,10,0
1,121,0,10,10,1524,1416,5,5,0
1,32,1,10,10,1362,1094,5,4,0
1,59,1,10,10,1401,1496,5,3,0
1,49,0,10,10,1457,1487,5,10,0
1,89,0,10,10,1507,1488,5,3,0
1,37,3,10,10,1478,1423,5,5,0
0,85,0,10,10,1500,1770,5,10,0
0,109,0,10,10,1566,1597,5,10,0
1,37,1,10,10,1871,1940,5,3,0
1,61,1,10,10,1720,1783,5,4,0
1,31,1,10,10,1855,1792,5,3,0
1,57,1,10,10,1595,1689,5,4,0
1,111,1,10,10,1613,1680,5,11,0
1,65,3,10,10,1949,1811,5,3,0
1,83,1,10,10,1972,2153,5,3,0
0,11,1,10,11,1403,1653,5,3,1
0,30,1,10,11,1804,1954,5,3,0
1,44,0,10,15,2200,2015,5,11,1
0,64,1,10,15,1671,2014,5,4,1
1,46,0,10,15,1417,1386,5,3,1
1,78,0,10,15,1799,1771,5,3,1
0,102,1,10,15,1559,1676,5,4,1
0,104,1,10,15,1715,2621,5,6,1
1,60,1,10,15,2029,1924,5,10,1
1,76,1,10,15,1491,1485,5,4,1
1,84,0,10,15,1637,1746,5,3,1
1,47,1,10,15,1440,1742,5,8,1
1,88,0,10,15,1361,1688,5,2,1
0,20,1,10,15,2621,1545,5,6,0
1,43,1,10,15,1864,1892,5,8,0
1,36,1,10,15,1819,1881,5,10,0
1,37,0,10,15,1256,1363,5,5,0
1,83,1,10,15,1571,1459,5,8,0
1,45,1,10,15,1716,1657,5,5,0
1,73,0,10,15,1507,1735,5,3,0
1,137,3,10,15,2207,1993,5,16,0
0,69,1,10,15,2621,2206,5,11,0
1,66,1,10,20,2037,1734,5,8,1
0,58,1,10,20,1214,2621,5,10,1
1,157,0,10,20,1440,1465,5,3,0
0,17,1,10,25,1715,2621,5,6,1
0,85,0,10,25,2621,1600,5,20,0
0,83,3,10,25,1608,2621,5,3,0
0,74,1,10,30,1802,2417,5,6,1
1,52,1,10,30,1982,1512,5,5,1
0,48,1,10,30,1500,2125,5,11,1
0,37,1,10,60,1802,1500,5,11,1
1,30,0,9,0,1327,1420,5,3,1
1,50,1,9,0,2173,2287,5,6,1
0,24,1,9,0,1165,1765,5,2,1
1,60,1,9,0,1952,2130,5,4,1
1,52,1,9,0,1886,1914,5,5,1
1,20,1,9,0,1391,1202,5,2,0
1,61,3,9,0,1895,1858,5,3,0
1,53,0,9,0,1754,1387,5,3,0
1,94,1,9,1,1538,1534,5,4,1
1,34,1,9,1,1914,1842,5,8,0
1,9,3,9,1,1144,1226,5,3,0
1,45,1,9,2,2333,2134,5,12,0
1,42,1,9,3,1450,1452,5,3,1
1,76,0,9,4,1015,981,5,2,1
1,103,3,9,5,1568,1509,5,3,0
1,58,1,9,8,1558,1423,5,3,1
1,74,1,9,8,1994,1924,5,3,1
1,70,1,9,8,1935,1924,5,7,1
1,48,1,9,8,1938,1923,5,5,1
1,94,0,9,8,1935,1924,5,10,1
1,51,1,9,8,1938,1923,5,4,1
1,78,1,9,8,1842,1881,5,5,1
0,63,1,9,8,1515,1448,5,2,0
1,21,1,9,8,1913,1849,5,8,0
1,63,0,9,8,1882,1775,5,9,0
1,54,3,9,9,1450,1452,5,3,1
1,52,1,9,10,1984,1857,5,8,1
1,67,1,9,10,1462,1424,5,6,0
1,43,1,9,11,2074,1804,5,3,0
1,93,1,9,12,1831,1765,5,3,0
0,29,1,9,15,1500,1461,5,3,1
0,124,0,8,0,1283,1267,5,5,1
0,58,1,8,0,2180,1712,5,3,1
0,40,3,8,0,1232,1581,5,10,1
1,66,0,8,0,2073,2195,5,5,1
1,60,1,8,0,1539,1654,5,4,1
1,72,1,8,0,1895,1919,5,4,1
1,56,1,8,0,1750,2195,5,2,1
1,62,1,8,0,1748,1855,5,8,1
1,94,0,8,0,1759,1500,5,10,1
0,162,3,8,0,1878,2005,5,4,1
1,57,1,8,0,1982,2042,5,4,1
1,96,1,8,0,2209,2044,5,3,1
1,114,1,8,0,1689,2201,5,3,1
1,126,3,8,0,1524,2195,5,3,1
1,22,1,8,0,1629,2082,5,9,1
0,84,0,8,0,1838,1774,5,6,1
0,122,1,8,0,2005,1900,5,10,1
1,52,1,8,0,2259,2386,5,5,1
1,50,0,8,0,1841,1801,5,3,1
0,124,0,8,0,1283,1267,5,5,1
0,96,3,8,0,2384,2199,5,4,1
1,90,0,8,0,1216,1555,5,3,1
1,80,3,8,0,2289,2152,5,6,1
0,124,0,8,0,1283,1267,5,5,1
0,96,3,8,0,2384,2199,5,4,1
1,90,0,8,0,1216,1555,5,3,1
1,55,1,8,0,1304,1158,5,3,1
1,69,1,8,0,1403,1314,5,12,1
0,54,1,8,0,1670,1885,5,5,1
1,116,1,8,0,1532,1488,5,3,1
1,50,0,8,0,1530,1492,5,4,1
1,140,0,8,0,1501,1501,5,11,1
1,54,3,8,0,1721,1773,5,5,1
0,124,0,8,0,1283,1267,5,5,1
1,61,1,8,0,1864,1842,5,5,0
1,161,0,8,0,2351,2363,5,5,0
1,89,0,8,0,1456,1472,5,4,0
1,25,0,8,0,1835,1582,5,7,0
1,59,0,8,0,1644,1574,5,3,0
1,7,1,8,0,1302,1351,5,3,0
1,109,3,8,0,1639,1656,5,4,0
1,40,1,8,0,1385,1470,5,2,0
0,67,0,8,0,1774,1500,5,4,0
0,59,0,8,0,1432,1576,5,3,0
1,31,3,8,0,1496,1568,5,4,0
1,62,1,8,0,1470,1545,5,3,0
1,107,1,8,0,1462,1437,5,10,0
1,43,1,8,0,1856,1651,5,4,0
1,91,3,8,0,1788,1665,5,3,0
1,91,1,8,0,1404,1013,5,2,0
1,63,1,8,0,1340,1235,5,7,0
1,33,1,8,0,2074,2121,5,4,0
1,31,1,8,0,2210,1912,5,4,0
1,65,1,8,0,2229,2077,5,17,0
1,89,0,8,0,1338,1539,5,2,0
1,103,3,8,0,1572,1680,5,3,0
1,93,1,8,0,2308,2173,5,7,0
1,61,1,8,0,1864,1842,5,5,0
1,49,0,8,0,2156,1700,5,9,0
0,71,3,8,0,1163,1318,5,10,0
1,43,1,8,0,1523,1668,5,9,0
1,35,1,8,0,2149,2031,5,6,0
1,161,0,8,0,2351,2363,5,5,0
0,127,0,8,0,1990,1970,5,4,0
1,129,3,8,0,1537,1575,5,6,0
1,47,1,8,0,1500,1503,5,5,0
1,65,1,8,0,1522,1567,5,3,0
1,9,1,8,0,1446,1247,5,3,0
1,109,3,8,0,1639,1656,5,4,0
1,51,0,8,0,2061,2007,5,5,0
1,31,1,8,0,2006,2078,5,17,0
1,43,1,8,1,2245,2023,5,8,0
1,84,1,8,2,2077,2443,5,5,1
1,28,1,8,2,2085,2436,5,5,1
1,30,1,8,2,2252,2121,5,5,1
1,38,1,8,2,1712,1907,5,7,1
1,2,1,8,2,1126,1450,5,2,1
1,142,3,8,3,1278,1252,5,3,1
1,31,0,8,3,1081,1213,5,3,0
1,52,1,8,3,1791,2516,5,4,0
1,61,1,8,3,1618,1545,5,3,0
1,32,1,8,4,1458,1524,5,3,1
0,24,1,8,4,1413,1425,5,3,1
0,88,3,8,4,1466,1533,5,5,1
1,33,1,8,5,1201,1389,5,5,1
1,56,0,8,5,1208,1421,5,8,1
1,35,1,8,5,1521,1443,5,4,1
1,30,1,8,5,1804,1938,5,2,1
1,36,1,8,5,1816,1995,5,11,1
1,63,1,8,5,2040,1981,5,10,0
1,66,1,8,5,1451,1451,5,3,0
1,133,1,8,5,1643,1924,5,9,0
0,3,3,8,5,1546,1885,5,2,0
1,51,0,8,5,1523,1545,5,3,0
1,121,1,8,5,1809,2059,5,11,0
1,70,0,8,6,1869,1802,5,3,1
1,66,1,8,6,1865,1860,5,3,0
1,58,0,8,7,1394,1792,5,5,1
0,31,1,8,7,1600,1631,5,7,0
1,112,1,8,8,1679,1652,5,3,1
1,84,1,8,8,1978,2245,5,11,1
1,60,1,8,8,1215,1485,5,3,1
1,35,1,8,8,2195,1964,5,8,0
0,45,1,8,8,1836,1953,5,3,0
1,69,0,8,8,1783,1450,5,4,0
1,25,1,8,9,1500,1584,5,9,0
1,35,0,8,9,1807,1970,5,5,0
0,50,1,8,10,857,958,5,3,1
1,64,0,8,15,1551,1665,5,3,1
0,29,1,8,15,1820,1474,5,6,0
0,60,1,7,2,1289,1810,5,5,1
0,18,0,7,2,1500,1238,5,3,1
1,84,0,7,2,1629,1749,5,3,1
1,96,1,7,2,1466,1815,5,10,1
1,90,1,7,2,1566,1536,5,10,1
1,3,1,7,2,1392,1914,5,3,1
1,134,0,7,2,2263,2136,5,5,1
0,60,1,7,2,1289,1810,5,5,1
0,60,1,7,2,1289,1810,5,5,1
1,62,1,7,2,1875,1662,5,5,1
0,18,0,7,2,1500,1238,5,3,1
1,20,1,7,2,1735,2082,5,13,1
0,32,1,7,2,1828,1796,5,5,1
0,60,1,7,2,1289,1810,5,5,1
1,65,3,7,2,1852,1852,5,5,0
1,57,1,7,2,1710,1777,5,3,0
1,105,1,7,2,1502,1361,5,4,0
1,105,1,7,2,1502,1361,5,4,0
1,47,0,7,2,1800,985,5,5,0
0,46,3,7,3,874,1255,5,4,1
0,122,0,7,3,1500,2305,5,3,1
1,29,0,7,3,1513,1456,5,5,0
1,75,1,7,3,1813,1940,5,5,0
1,71,0,7,3,1540,2025,5,3,0
0,19,1,7,3,2305,1500,5,12,0
1,39,1,7,3,1502,1830,5,3,0
1,122,1,7,4,2176,2027,5,2,1
1,131,1,7,4,1734,1710,5,4,1
1,120,1,7,4,1553,1539,5,3,1
1,63,1,7,4,1976,1988,5,10,0
1,29,0,7,4,1190,1261,5,4,0
1,93,0,7,4,2209,2193,5,11,0
1,52,1,7,4,2202,1915,5,9,0
1,33,1,7,4,2145,1631,5,4,0
1,93,1,7,4,2129,2088,5,4,0
1,67,1,7,4,2146,1645,5,11,0
1,63,1,7,4,1976,1988,5,10,0
1,63,1,7,4,1976,1988,5,10,0
1,75,1,7,5,1436,1484,5,10,0
1,53,1,7,5,2022,1431,5,11,0
1,89,1,7,5,1446,1725,5,4,0
1,75,1,7,5,1436,1484,5,10,0
1,54,0,7,7,1473,1381,5,3,1
1,78,0,7,7,1456,1487,5,3,1
0,68,0,7,7,1487,1663,5,2,1
0,30,1,7,7,2075,2140,5,10,0
1,45,0,7,7,2335,2262,5,6,0
1,45,1,7,7,2307,2280,5,5,0
1,45,0,7,7,1493,1498,5,3,0
1,43,1,7,7,1667,1456,5,5,0
1,71,1,7,7,1614,1601,5,3,0
1,44,1,7,8,1698,1564,5,7,1
1,24,1,7,8,1464,1479,5,3,1
1,77,0,7,8,1849,1874,5,11,0
0,130,1,7,10,1814,2068,5,3,1
1,67,0,7,15,1781,1715,5,6,0
1,54,1,7,18,1826,1919,5,3,1
0,35,1,6,3,1873,1744,5,5,1
1,79,1,6,3,1520,1524,5,3,1
0,46,1,6,3,826,1372,5,5,1
1,74,1,6,4,1524,1269,5,3,1
0,46,1,6,4,1857,1498,5,10,1
1,184,0,6,4,2276,1949,5,5,1
1,105,1,6,4,1519,1348,5,5,0
1,56,1,6,5,1907,1860,5,3,1
1,50,0,6,5,2234,2352,5,5,1
1,46,1,6,5,1765,1577,5,8,1
0,21,1,6,5,1364,1283,5,6,0
1,4,1,6,8,1645,1679,5,4,1
1,24,1,6,8,1824,1962,5,8,1
0,72,1,6,10,1705,1712,5,3,1
1,3,1,6,10,1407,1500,5,3,0
1,57,1,6,10,1597,1701,5,3,0
1,183,0,6,20,1847,1801,5,3,0
0,71,1,5,5,1241,978,5,3,1
1,80,1,5,5,1848,1806,5,4,1
1,31,1,5,5,1373,2148,5,4,1
1,42,1,5,5,1546,1621,5,6,1
1,38,1,5,5,1688,1743,5,10,1
1,50,0,5,5,1526,1542,5,2,1
1,63,1,5,5,1417,1454,5,8,1
1,82,3,5,5,1487,1663,5,3,1
1,72,1,5,5,1527,1611,5,11,1
1,108,0,5,5,1507,1529,5,11,1
1,86,3,5,5,1524,1567,5,3,1
1,136,1,5,5,1692,1735,5,4,1
1,106,1,5,5,1905,1898,5,5,1
1,66,1,5,5,1907,1886,5,5,1
0,31,1,5,5,1500,1791,5,2,1
1,56,3,5,5,1831,2120,5,9,1
1,29,1,5,5,1233,1215,5,3,1
1,34,1,5,5,1407,1468,5,7,1
1,53,1,5,5,1245,1336,5,4,1
1,66,1,5,5,1810,1738,5,4,1
0,132,1,5,5,1459,1494,5,4,1
0,38,0,5,5,1972,2174,5,4,1
0,132,1,5,5,1459,1494,5,4,1
0,86,1,5,5,1670,2621,5,10,1
0,52,0,5,5,1820,2621,5,6,1
1,40,1,5,5,1879,1900,5,11,1
1,40,1,5,5,1465,1658,5,6,1
1,32,0,5,5,1744,1701,5,3,1
1,54,0,5,5,1647,1785,5,11,1
1,50,3,5,5,1638,1795,5,5,1
1,48,1,5,5,1652,1781,5,11,1
1,78,0,5,5,1796,1636,5,13,1
0,104,1,5,5,2060,1614,5,4,1
1,92,0,5,5,1360,1384,5,3,1
1,54,1,5,5,1969,1938,5,9,1
0,44,0,5,5,1381,1722,5,4,1
1,66,0,5,5,2102,1816,5,5,1
1,57,1,5,5,1609,1699,5,4,1
0,52,0,5,5,1500,1833,5,4,1
1,71,0,5,5,1626,1384,5,7,0
1,121,0,5,5,1693,1666,5,7,0
0,65,1,5,5,1984,2050,5,4,0
1,57,1,5,5,2469,2216,5,11,0
0,30,1,5,5,1657,1362,5,3,0
1,43,0,5,5,1455,1272,5,8,0
0,67,1,5,5,2264,1871,5,3,0
1,21,1,5,5,1510,1483,5,3,0
1,31,1,5,5,2115,1945,5,6,0
1,35,1,5,5,1734,1748,5,5,0
1,41,0,5,5,2247,2094,5,6,0
1,34,1,5,5,1483,1270,5,3,0
1,51,0,5,5,1705,1635,5,9,0
1,63,1,5,5,1609,1534,5,3,0
1,71,1,5,5,1541,1548,5,3,0
1,53,1,5,5,1516,1598,5,3,0
1,73,3,5,5,1884,1870,5,5,0
1,13,1,5,5,1688,1421,5,3,0
1,87,1,5,5,1689,1616,5,12,0
1,53,1,5,5,1646,1673,5,6,0
1,15,1,5,5,1485,1557,5,2,0
1,29,1,5,5,1667,1361,5,3,0
1,34,1,5,5,1373,1518,5,2,0
1,51,1,5,5,1500,1793,5,4,0
1,59,1,5,5,1901,1613,5,5,0
0,63,3,5,5,1804,1703,5,4,0
1,9,1,5,5,1392,1483,5,5,0
1,57,1,5,5,1476,1740,5,7,0
0,49,1,5,5,2101,1805,5,10,0
1,45,1,5,5,2184,2200,5,7,0
1,85,1,5,5,1724,1824,5,7,0
1,41,0,5,5,2247,2094,5,6,0
0,55,1,5,5,1481,1750,5,9,0
0,115,0,5,5,1015,1818,5,4,0
1,97,1,5,5,1818,1015,5,4,0
0,97,1,5,5,2305,1015,5,6,0
0,33,1,5,5,1934,1562,5,11,0
1,109,1,5,5,2311,2151,5,11,0
1,93,3,5,5,2204,2160,5,3,0
0,39,1,5,5,2243,2060,5,7,0
1,119,0,5,5,1534,1530,5,5,0
0,37,0,5,5,1308,1765,5,3,0
1,53,3,5,5,2367,2043,5,8,0
1,49,1,5,5,2163,2020,5,10,0
0,103,0,5,5,1572,1172,5,4,0
1,85,1,5,5,1498,1304,5,3,0
1,63,0,5,5,1556,1310,5,4,0
1,119,1,5,5,1674,1308,5,6,0
1,79,3,5,5,1775,1791,5,4,0
1,30,1,5,5,1757,1656,5,11,0
1,55,1,5,5,1609,1677,5,3,0
1,71,1,5,5,2157,2355,5,9,0
1,51,1,5,5,1930,2032,5,10,0
0,34,1,5,5,2105,1816,5,11,0
1,157,0,5,5,1429,1165,5,4,0
1,56,1,5,6,1892,1825,5,5,1
1,62,0,5,6,1758,1851,5,4,1
1,68,1,5,6,1848,1921,5,8,1
1,44,1,5,6,1447,1581,5,3,0
1,73,1,5,6,2135,1980,5,14,0
0,77,3,5,6,1689,1703,5,4,0
1,30,3,5,7,2081,2096,5,4,1
1,30,3,5,7,2081,2096,5,4,1
1,41,0,5,7,1951,1975,5,3,0
1,38,1,5,7,1908,1953,5,5,0
1,76,1,5,8,1602,1791,5,3,1
1,68,3,5,8,1415,1788,5,3,1
0,108,1,5,8,1821,1842,5,11,1
0,24,1,5,8,1862,1579,5,6,1
0,36,1,5,8,1862,2073,5,5,1
0,54,0,5,8,1500,1990,5,10,1
1,104,1,5,8,1868,1884,5,4,1
1,40,0,5,8,1520,1565,5,3,1
1,12,1,5,8,1500,1543,5,3,1
1,92,1,5,8,1853,1912,5,12,1
1,62,0,5,8,1432,1895,5,3,1
1,24,1,5,8,1932,1839,5,12,1
1,66,1,5,8,1703,1916,5,5,1
1,74,1,5,8,1465,1910,5,2,1
1,82,1,5,8,1576,1931,5,10,1
1,62,1,5,8,1303,1319,5,2,1
1,57,1,5,8,1411,1422,5,2,1
0,58,0,5,8,1422,1500,5,2,1
1,62,0,5,8,1506,1978,5,3,1
1,92,3,5,8,1799,1634,5,3,1
1,52,1,5,8,1858,1779,5,3,1
0,50,1,5,8,1677,1944,5,6,1
1,100,1,5,8,1357,1689,5,4,1
1,132,1,5,8,1500,1652,5,4,1
0,60,1,5,8,1306,1500,5,4,1
0,108,1,5,8,1821,1842,5,11,1
1,50,1,5,8,1730,1955,5,3,1
1,24,1,5,8,1928,1879,5,7,1
1,44,0,5,8,1634,1500,5,2,1
0,40,1,5,8,1136,1500,5,6,1
1,50,0,5,8,1545,1651,5,3,1
0,98,0,5,8,1411,1702,5,4,1
1,48,1,5,8,1618,1591,5,2,1
1,50,0,5,8,1860,1922,5,3,1
0,60,3,5,8,1500,1738,5,11,1
0,50,0,5,8,1500,1712,5,10,1
1,26,1,5,8,1723,1814,5,11,0
1,35,1,5,8,1800,1590,5,5,0
0,65,1,5,8,1528,1500,5,3,0
1,64,1,5,8,1188,1259,5,3,0
1,53,1,5,8,2167,1562,5,5,0
1,59,1,5,8,1664,1568,5,4,0
1,37,1,5,8,1370,1558,5,3,0
1,101,1,5,8,1805,1548,5,4,0
1,89,0,5,8,1471,1461,5,3,0
1,45,0,5,8,1525,1430,5,7,0
1,37,1,5,8,1661,1694,5,4,0
1,119,1,5,8,1949,1714,5,11,0
1,43,1,5,8,1461,1532,5,6,0
1,37,1,5,8,1898,1852,5,9,0
1,45,1,5,8,1500,1404,5,8,0
1,75,0,5,8,1301,1318,5,4,0
1,57,0,5,8,1401,1626,5,2,0
0,59,1,5,8,2048,1661,5,8,0
1,75,0,5,8,1500,1615,5,6,0
0,67,0,5,8,1500,1372,5,3,0
1,57,0,5,8,1710,1376,5,3,0
0,119,0,5,8,1146,1200,5,3,0
1,65,0,5,8,1500,1689,5,5,0
1,53,1,5,8,1772,1485,5,4,0
1,67,0,5,8,1500,1472,5,12,0
0,49,1,5,8,1947,1937,5,10,0
1,103,1,5,8,1928,1782,5,3,0
